Name,Tutorial Simulation
Version,2.0.0
Created By,OGSimulator
Created On,2/13/2019 1:43:42 PM
Modified By,OGSimulator
Modified On,2/14/2019 5:48:02 PM
Comments,Tutorial Import Setup - Tutorial Acceleration
Solver Total Iterations,Solver Time To Solve (Iteration),Solver Converged,Solver Convergence Error - Heave,Solver Convergence Error - Roll,Solver Convergence Error - Pitch,Solver Convergence Error [Front Left],Solver Convergence Error [Front Right],Solver Convergence Error [Rear Left],Solver Convergence Error [Rear Right],Yaw Rate Error,Vehicle Stability,Vehicle Control,Braking Ratio [Input],Throttle Ratio [Input],Yaw Moment [Output],Solver Convergence Error,Lateral Load Transfer Distribution,Chassis Heave Displacement,Chassis Roll Angle,Chassis Static Roll Angle,Chassis Pitch Angle,Suspension Pitch Angle [Left],Suspension Pitch Angle [Right],Static Wheelbase [Left],Static Wheelbase [Right],Static Wheelbase Average,Static Corner Force [Front Left],Static Corner Force [Front Right],Static Corner Force [Rear Left],Static Corner Force [Rear Right],Static Coilover Displacement [Front Left],Static Coilover Displacement [Front Right],Static Coilover Displacement [Rear Left],Static Coilover Displacement [Rear Right],Coilover Displacement From Static [Front Left],Coilover Displacement From Static [Front Right],Coilover Displacement From Static [Rear Left],Coilover Displacement From Static [Rear Right],Wheelbase [Left],Wheelbase [Right],Wheelbase Average,Tire Heave,All Wheels On Ground,Load Distribution [Front],Load Distribution [Left],Load Distribution [Cross],Resultant Lateral Acceleration,Resultant Longitudinal Acceleration,Resultant Vertical Acceleration,Static Weight Distribution [Front],Static Weight Distribution [Left],Static Weight Distribution [Cross],Total Tire Fz,Yaw Rate (r) [YMD Output],Suspended Mass,Total Mass,Axle Normal Load [Front],Axle Normal Load [Rear],Tire Pitch Angle [Left],Tire Pitch Angle [Right],Static Total Non-Suspended Mass CG Location X,Static Total Non-Suspended Mass CG Location Y,Static Total Non-Suspended Mass CG Location Z,Total Non-Suspended Mass CG Location X,Total Non-Suspended Mass CG Location Y,Total Non-Suspended Mass CG Location Z,Vehicle Center of Mass Location X,Vehicle Center of Mass Location Y,Vehicle Center of Mass Location Z,Geometric Force [Front Left],Geometric Force [Front Right],Geometric Force [Rear Left],Geometric Force [Rear Right],Elastic Force [Front Left],Elastic Force [Front Right],Elastic Force [Rear Left],Elastic Force [Rear Right],Geometric Force Ratio [Front Left],Geometric Force Ratio [Front Right],Geometric Force Ratio [Rear Left],Geometric Force Ratio [Rear Right],Elastic Force Ratio [Front Left],Elastic Force Ratio [Front Right],Elastic Force Ratio [Rear Left],Elastic Force Ratio [Rear Right],Resultant Turn Radius,Engaged Gear [Input],Engine Speed,Banking Angle [Input],Grade Angle [Input],Wheel Speed [Front Left],Wheel Speed [Front Right],Wheel Speed [Rear Left],Wheel Speed [Rear Right],CG Roll Stiffness,CG Roll Stiffness (No Tires),CG Pitch Stiffness,Roll Stiffness Distribution [Front],Roll Stiffness Distribution (No Tires) [Front],CG Heave Stiffness,Roll Stiffness [Front],Roll Stiffness (No Tires) [Front],Roll Stiffness [Rear],Roll Stiffness (No Tires) [Rear],Heave Stiffness [Front],Heave Stiffness [Rear],Heave Stiffness Distribution [Front],Aerodynamic Downforce,Aerodynamic Downforce [Front],Aerodynamic Downforce [Rear],Aerodynamic Dragforce,Aerodynamic Pitch Moment,Aerodynamic Downforce Coefficient,Aerodynamic Dragforce Coefficient,Aerodynamic Downforce Distribution,Aerodynamic Efficiency,Air Density,Frontal Area,Static Suspended CG Location X,Static Suspended CG Location Y,Static Suspended CG Location Z,Suspended CG Location X,Suspended CG Location Y,Suspended CG Location Z,Lateral Velocity,Longitudinal Velocity,Chassis Slip Angle (Beta) [YMD Output],Static Track Width [Front],Track Width [Front],Camber Gain Heave [Front Left],Camber Gain Heave [Front Right],Toe Gain Heave [Front Left],Toe Gain Heave [Front Right],CoilOver Motion Ratio [Front Left],CoilOver Motion Ratio [Front Right],Static Ride Height [Front],Ride Height [Front],Static Roll Center Height [Front],Roll Center Height [Front],Wheel Displacement Ratio [Front Left],Wheel Displacement Ratio [Front Right],Anti-Effect [Front],Steered Angle [Front],Coilover Stiffness [Front Left],CoilOver Displacement [Front Left],CoilOver Force [Front Left],CoilOver Preload Force [Front Left],Spring Gap Full-Droop [Front Left],Spring Gap [Front Left],Spring Preload Force [Front Left],Spring Preload Displacement [Front Left],Spring Stiffness [Front Left],Spring Displacement [Front Left],Spring Force [Front Left],Spring Is Engaged [Front Left],Spring Free Length [Front Left],Bump Stop Gap Full-Droop [Front Left],Bump Stop Gap [Front Left],Bump Stop Preload Force [Front Left],Bump Stop Preload Displacement [Front Left],Bump Stop Stiffness [Front Left],Bump Stop Displacement [Front Left],Bump Stop Force [Front Left],Bump Stop Is Engaged [Front Left],Bump Stop Free Length [Front Left],Coilover Stiffness [Front Right],CoilOver Displacement [Front Right],CoilOver Force [Front Right],CoilOver Preload Force [Front Right],Spring Gap Full-Droop [Front Right],Spring Gap [Front Right],Spring Preload Force [Front Right],Spring Preload Displacement [Front Right],Spring Stiffness [Front Right],Spring Displacement [Front Right],Spring Force [Front Right],Spring Is Engaged [Front Right],Spring Free Length [Front Right],Bump Stop Gap Full-Droop [Front Right],Bump Stop Gap [Front Right],Bump Stop Preload Force [Front Right],Bump Stop Preload Displacement [Front Right],Bump Stop Stiffness [Front Right],Bump Stop Displacement [Front Right],Bump Stop Force [Front Right],Bump Stop Is Engaged [Front Right],Bump Stop Free Length [Front Right],ARB Linear Stiffness [Front],ARB Displacement [Front],ARB Force [Front],ARB Motion Ratio [Front],Roll Angle [Front],Tire Roll Angle [Front],Suspension Roll Angle [Front],Non-Suspended Mass [Front Left],Contact Patch Location X [Front Left],Contact Patch Location Y [Front Left],Contact Patch Location Z [Front Left],Tire Force Z [Front Left],Wheel Center Location X [Front Left],Wheel Center Location Y [Front Left],Wheel Center Location Z [Front Left],Tire Vertical Stiffness [Front Left],Tire Unloaded Radius [Front Left],Tire Loaded Radius [Front Left],Tire Deflection [Front Left],Wheel Off Ground Distance [Front Left],Tire Inflation Pressure [Front Left],Static Camber Angle [Front Left],Camber Angle [Front Left],Static Toe Angle [Front Left],Toe Angle [Front Left],Tire Force X (Tire) [Front Left],Tire Force X (Chassis) [Front Left],Tire Force Y (Tire) [Front Left],Tire Force Y (Chassis) [Front Left],Tire Force X [Front Left],Tire Force Y [Front Left],Tire Sliding Energy X [Front Left],Tire Sliding Energy Y [Front Left],Tire Sliding Energy (Total) [Front Left],Tire Moment Z [Front Left],Tire Longitudinal Friction Coefficient [Front Left],Tire Lateral Friction Coefficient [Front Left],Tire Overall Friction Coefficient [Front Left],Suspension Displacement [Front Left],Tire Force X Yaw Moment [Front Left],Tire Force Y Yaw Moment [Front Left],Tire Yaw Moment [Front Left],Contact Patch Speed Y [Front Left],Contact Patch Speed X [Front Left],Resultant Wheel Torque [Front Left],Non-Suspended Mass [Front Right],Contact Patch Location X [Front Right],Contact Patch Location Y [Front Right],Contact Patch Location Z [Front Right],Tire Force Z [Front Right],Wheel Center Location X [Front Right],Wheel Center Location Y [Front Right],Wheel Center Location Z [Front Right],Tire Vertical Stiffness [Front Right],Tire Unloaded Radius [Front Right],Tire Loaded Radius [Front Right],Tire Deflection [Front Right],Wheel Off Ground Distance [Front Right],Tire Inflation Pressure [Front Right],Static Camber Angle [Front Right],Camber Angle [Front Right],Static Toe Angle [Front Right],Toe Angle [Front Right],Tire Force X (Tire) [Front Right],Tire Force X (Chassis) [Front Right],Tire Force Y (Tire) [Front Right],Tire Force Y (Chassis) [Front Right],Tire Force X [Front Right],Tire Force Y [Front Right],Tire Sliding Energy X [Front Right],Tire Sliding Energy Y [Front Right],Tire Sliding Energy (Total) [Front Right],Tire Moment Z [Front Right],Tire Longitudinal Friction Coefficient [Front Right],Tire Lateral Friction Coefficient [Front Right],Tire Overall Friction Coefficient [Front Right],Suspension Displacement [Front Right],Tire Force X Yaw Moment [Front Right],Tire Force Y Yaw Moment [Front Right],Tire Yaw Moment [Front Right],Contact Patch Speed Y [Front Right],Contact Patch Speed X [Front Right],Resultant Wheel Torque [Front Right],Static Track Width [Rear],Track Width [Rear],Camber Gain Heave [Rear Left],Camber Gain Heave [Rear Right],Toe Gain Heave [Rear Left],Toe Gain Heave [Rear Right],CoilOver Motion Ratio [Rear Left],CoilOver Motion Ratio [Rear Right],Static Ride Height [Rear],Ride Height [Rear],Static Roll Center Height [Rear],Roll Center Height [Rear],Wheel Displacement Ratio [Rear Left],Wheel Displacement Ratio [Rear Right],Anti-Effect [Rear],Steered Angle [Rear],Coilover Stiffness [Rear Left],CoilOver Displacement [Rear Left],CoilOver Force [Rear Left],CoilOver Preload Force [Rear Left],Spring Gap Full-Droop [Rear Left],Spring Gap [Rear Left],Spring Preload Force [Rear Left],Spring Preload Displacement [Rear Left],Spring Stiffness [Rear Left],Spring Displacement [Rear Left],Spring Force [Rear Left],Spring Is Engaged [Rear Left],Spring Free Length [Rear Left],Bump Stop Gap Full-Droop [Rear Left],Bump Stop Gap [Rear Left],Bump Stop Preload Force [Rear Left],Bump Stop Preload Displacement [Rear Left],Bump Stop Stiffness [Rear Left],Bump Stop Displacement [Rear Left],Bump Stop Force [Rear Left],Bump Stop Is Engaged [Rear Left],Bump Stop Free Length [Rear Left],Coilover Stiffness [Rear Right],CoilOver Displacement [Rear Right],CoilOver Force [Rear Right],CoilOver Preload Force [Rear Right],Spring Gap Full-Droop [Rear Right],Spring Gap [Rear Right],Spring Preload Force [Rear Right],Spring Preload Displacement [Rear Right],Spring Stiffness [Rear Right],Spring Displacement [Rear Right],Spring Force [Rear Right],Spring Is Engaged [Rear Right],Spring Free Length [Rear Right],Bump Stop Gap Full-Droop [Rear Right],Bump Stop Gap [Rear Right],Bump Stop Preload Force [Rear Right],Bump Stop Preload Displacement [Rear Right],Bump Stop Stiffness [Rear Right],Bump Stop Displacement [Rear Right],Bump Stop Force [Rear Right],Bump Stop Is Engaged [Rear Right],Bump Stop Free Length [Rear Right],ARB Linear Stiffness [Rear],ARB Displacement [Rear],ARB Force [Rear],ARB Motion Ratio [Rear],Roll Angle [Rear],Tire Roll Angle [Rear],Suspension Roll Angle [Rear],Non-Suspended Mass [Rear Left],Contact Patch Location X [Rear Left],Contact Patch Location Y [Rear Left],Contact Patch Location Z [Rear Left],Tire Force Z [Rear Left],Wheel Center Location X [Rear Left],Wheel Center Location Y [Rear Left],Wheel Center Location Z [Rear Left],Tire Vertical Stiffness [Rear Left],Tire Unloaded Radius [Rear Left],Tire Loaded Radius [Rear Left],Tire Deflection [Rear Left],Wheel Off Ground Distance [Rear Left],Tire Inflation Pressure [Rear Left],Static Camber Angle [Rear Left],Camber Angle [Rear Left],Static Toe Angle [Rear Left],Toe Angle [Rear Left],Tire Force X (Tire) [Rear Left],Tire Force X (Chassis) [Rear Left],Tire Force Y (Tire) [Rear Left],Tire Force Y (Chassis) [Rear Left],Tire Force X [Rear Left],Tire Force Y [Rear Left],Tire Sliding Energy X [Rear Left],Tire Sliding Energy Y [Rear Left],Tire Sliding Energy (Total) [Rear Left],Tire Moment Z [Rear Left],Tire Longitudinal Friction Coefficient [Rear Left],Tire Lateral Friction Coefficient [Rear Left],Tire Overall Friction Coefficient [Rear Left],Suspension Displacement [Rear Left],Tire Force X Yaw Moment [Rear Left],Tire Force Y Yaw Moment [Rear Left],Tire Yaw Moment [Rear Left],Contact Patch Speed Y [Rear Left],Contact Patch Speed X [Rear Left],Resultant Wheel Torque [Rear Left],Non-Suspended Mass [Rear Right],Contact Patch Location X [Rear Right],Contact Patch Location Y [Rear Right],Contact Patch Location Z [Rear Right],Tire Force Z [Rear Right],Wheel Center Location X [Rear Right],Wheel Center Location Y [Rear Right],Wheel Center Location Z [Rear Right],Tire Vertical Stiffness [Rear Right],Tire Unloaded Radius [Rear Right],Tire Loaded Radius [Rear Right],Tire Deflection [Rear Right],Wheel Off Ground Distance [Rear Right],Tire Inflation Pressure [Rear Right],Static Camber Angle [Rear Right],Camber Angle [Rear Right],Static Toe Angle [Rear Right],Toe Angle [Rear Right],Tire Force X (Tire) [Rear Right],Tire Force X (Chassis) [Rear Right],Tire Force Y (Tire) [Rear Right],Tire Force Y (Chassis) [Rear Right],Tire Force X [Rear Right],Tire Force Y [Rear Right],Tire Sliding Energy X [Rear Right],Tire Sliding Energy Y [Rear Right],Tire Sliding Energy (Total) [Rear Right],Tire Moment Z [Rear Right],Tire Longitudinal Friction Coefficient [Rear Right],Tire Lateral Friction Coefficient [Rear Right],Tire Overall Friction Coefficient [Rear Right],Suspension Displacement [Rear Right],Tire Force X Yaw Moment [Rear Right],Tire Force Y Yaw Moment [Rear Right],Tire Yaw Moment [Rear Right],Contact Patch Speed Y [Rear Right],Contact Patch Speed X [Rear Right],Resultant Wheel Torque [Rear Right],Front Differential Locking Torque,Front Differential Is Locked,Rear Differential Locking Torque,Rear Differential Is Locked,Brake Torque Distribution,Front Differential Speed Difference,Rear Differential Speed Difference,Front Axle Wheel Torque Difference,Rear Axle Wheel Torque Difference,Acceleration Input [Longitudinal],Acceleration Input [Lateral],Acceleration Input [Vertical],Simulation Input [Steering],Simulation Input [Velocity],Track Map X Coordinate,Track Map Y Coordinate,Simulation [Percentage Completion],Simulation [Time],Input Parameters Reference Distance,Input Parameters Chassis Total Mass,Input Parameters Chassis Mass Distribution Front,Input Parameters Chassis CG Height,Input Parameters Chassis Non-Suspended Mass Front Corner,Input Parameters Chassis Non-Suspended Mass Rear Corner,Input Parameters Chassis Front Ride Height,Input Parameters Chassis Rear Ride Height,Input Parameters Chassis Reference Front Ride Height,Input Parameters Chassis Reference Rear Ride Height,Input Parameters Aerodynamics Frontal Area,Input Parameters Aerodynamics Downforce Front Coefficient,Input Parameters Aerodynamics Downforce Rear Coefficient,Input Parameters Aerodynamics Drag Coefficient,Input Parameters Brakes Brake Distribution Front,Input Parameters Front Suspension Steering Ratio,Input Parameters Front Suspension Camber Gain with Steering,Input Parameters Front Suspension Roll Center Height,Input Parameters Front Suspension Static Camber,Input Parameters Front Suspension Static Toe,Input Parameters Front Suspension Camber Gain,Input Parameters Front Suspension Toe Gain,Input Parameters Front Suspension Track,Input Parameters Front Suspension ARB Stiffness,Input Parameters Front Suspension Side Coilover Bump Stop Gap,Input Parameters Front Suspension Side Coilover Spring Gap,Input Parameters Front Suspension Side Coilover Spring Stiffness,Input Parameters Front Suspension Tire Pressure,Input Parameters Rear Suspension Steering Ratio,Input Parameters Rear Suspension Camber Gain with Steering,Input Parameters Rear Suspension Roll Center Height,Input Parameters Rear Suspension Static Camber,Input Parameters Rear Suspension Static Toe,Input Parameters Rear Suspension Camber Gain,Input Parameters Rear Suspension Toe Gain,Input Parameters Rear Suspension Track,Input Parameters Rear Suspension ARB Stiffness,Input Parameters Rear Suspension Side Coilover Bump Stop Gap,Input Parameters Rear Suspension Side Coilover Spring Gap,Input Parameters Rear Suspension Side Coilover Spring Stiffness,Input Parameters Rear Suspension Tire Pressure,Input Parameters Drivetrain Rear Differential Static Preload,Input Parameters Drivetrain Rear Differential Ramp Coefficient Drive,Input Parameters Drivetrain Rear Differential Ramp Coefficient Brake,Input Parameters Drivetrain Rear Differential Viscous Coefficient,
-,-,-,N,N.m,N.m,N,N,N,N,rpm,N.m/deg,N.m/deg,%,%,N.m,-,%,mm,deg,deg,deg,deg,deg,mm,mm,mm,N,N,N,N,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,-,%,%,%,m/s^2,m/s^2,m/s^2,%,%,%,N,rpm,kg,kg,N,N,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,N,N,N,N,N,N,N,N,%,%,%,%,%,%,%,%,m,-,rpm,deg,deg,rpm,rpm,rpm,rpm,N.m/deg,N.m/deg,N.m/deg,%,%,N/mm,N.m/deg,N.m/deg,N.m/deg,N.m/deg,N/mm,N/mm,%,N,N,N,N,N.m,-,-,%,-,kg/m^3,m^2,mm,mm,mm,mm,mm,mm,km/h,km/h,deg,mm,mm,deg/mm,deg/mm,deg/mm,deg/mm,-,-,mm,mm,mm,mm,mm/deg,mm/deg,%,deg,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,-,deg,deg,deg,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,mm,mm,deg/mm,deg/mm,deg/mm,deg/mm,-,-,mm,mm,mm,mm,mm/deg,mm/deg,%,deg,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,N,mm,mm,N,mm,N/mm,mm,N,-,mm,mm,mm,N,mm,N/mm,mm,N,-,mm,N/mm,mm,N,-,deg,deg,deg,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,kg,mm,mm,mm,N,mm,mm,mm,N/mm,mm,mm,mm,mm,Pa,deg,deg,deg,deg,N,N,N,N,N,N,kJ,kJ,kJ,N.m,-,-,-,mm,N.m,N.m,N.m,km/h,km/h,N.m,N.m,-,N.m,-,%,rpm,rpm,N.m,N.m,m/s^2,m/s^2,m/s^2,deg,km/h,mm,mm,-,s,mm,kg,%,mm,kg,kg,mm,mm,mm,mm,m^2,-,-,%,%,-,-,mm,deg,deg,deg/mm,deg/mm,mm,N/mm,mm,mm,N/mm,Pa,-,-,mm,deg,deg,deg/mm,deg/mm,mm,N/mm,mm,mm,N/mm,Pa,N.m,-,-,-,
13.000,0.000,1.000,-1.602,-1.425,-0.291,-0.041,0.040,-0.009,0.126,0.000,0.000,0.000,0.000,0.000,-9.950,3.534,64.091,-60.553,0.115,0.000,-1.046,-1.054,-1.066,2495.000,2495.000,2495.000,3182.854,3182.854,2997.445,2997.445,20.671,20.671,56.967,56.967,0.686,2.621,4.467,6.873,2495.000,2495.000,2495.000,-12.876,1.000,51.184,48.142,49.477,1.000,0.200,0.001,51.500,50.000,50.000,13288.072,0.573,1059.000,1260.000,6801.320,6486.752,0.008,0.020,-80.870,0.000,355.000,-80.870,0.000,354.099,0.000,0.000,335.511,-5.052,5.459,-5.593,1.471,2771.675,3077.554,2650.155,2820.356,-0.183,0.177,-0.211,0.052,100.183,99.823,100.211,99.948,277.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3608.722,5129.997,5087.359,64.339,69.003,191.836,2321.831,3539.845,1286.891,1590.152,158.527,66.453,70.463,928.958,-464.479,-464.479,518.073,137.225,2.600,1.450,50.000,1.793,1.225,2.100,15.349,0.000,336.975,15.349,0.000,331.983,0.000,60.000,0.000,1720.000,1720.000,-0.017,-0.017,0.060,0.060,1.145,1.145,45.000,42.263,19.100,16.363,0.000,0.000,0.000,107.100,150.000,21.357,3203.560,0.000,0.000,0.000,0.000,0.000,150.000,21.357,3203.560,1.000,250.000,185.000,163.643,0.000,0.000,4.905,0.000,0.000,0.000,15.000,150.000,23.292,3493.807,0.000,0.000,0.000,0.000,0.000,150.000,23.292,3493.807,1.000,250.000,185.000,161.708,0.000,0.000,4.905,0.000,0.000,0.000,15.000,15.500,1.935,29.992,1.145,0.115,0.041,0.074,48.500,1210.075,860.000,0.000,3242.465,1210.075,860.000,354.769,258.000,355.000,342.432,12.568,0.000,160000.000,-3.500,-3.628,2.500,2281.271,262.909,0.000,-159.666,307.594,262.909,-159.666,0.000,0.012,0.012,0.000,0.081,-0.049,0.095,24.454,0.000,372.212,372.212,0.261,59.814,93.333,48.500,1210.075,-860.000,0.000,3558.855,1210.075,-860.000,353.543,258.000,355.000,341.206,13.794,0.000,160000.000,-3.500,-3.436,2.500,-2276.043,303.328,0.000,-148.227,337.608,303.328,-148.227,0.000,0.011,0.011,0.000,0.085,-0.042,0.095,26.669,0.000,408.531,408.531,0.261,60.186,107.682,1720.000,1720.000,-0.017,-0.017,0.060,0.060,1.145,1.145,55.000,47.554,19.100,11.654,0.000,0.000,0.000,0.000,50.000,61.434,3071.719,0.000,0.000,0.000,0.000,0.000,50.000,61.434,3071.719,1.000,250.000,185.000,123.566,0.000,0.000,4.905,0.000,0.000,0.000,15.000,50.000,63.840,3192.016,0.000,0.000,0.000,0.000,0.000,50.000,63.840,3192.016,1.000,250.000,185.000,121.160,0.000,0.000,4.905,0.000,0.000,0.000,15.000,15.500,2.406,37.292,1.145,0.115,0.023,0.092,52.000,-1284.925,860.000,0.000,3154.743,-1284.925,860.000,354.390,258.000,355.000,342.772,12.228,0.000,160000.000,-3.500,-3.702,2.500,2.807,399.230,385.036,280.058,299.273,399.230,280.058,0.000,0.022,0.022,0.000,0.127,0.089,0.155,70.342,-331.131,-384.543,-715.674,-0.278,59.814,141.727,52.000,-1284.925,-860.000,0.000,3332.009,-1284.925,-860.000,353.703,258.000,355.000,342.085,12.915,0.000,160000.000,-3.500,-3.519,2.500,2.972,368.129,385.036,335.628,316.089,368.129,335.628,0.000,0.026,0.026,0.000,0.110,0.101,0.150,73.097,331.131,-406.150,-75.019,-0.278,60.186,130.686,100.000,0.000,100.000,0.000,75.000,0.000,0.000,-14.349,11.041,0.200,1.000,0.000,107.100,60.000,0.000,0.000,0.000,0.000,2495.000,1260.000,51.500,345.000,48.500,52.000,45.000,55.000,55.000,55.000,2.100,1.300,1.300,1.450,75.000,0.047,0.000,19.100,-3.500,2.500,-0.017,0.060,1720.000,15.500,185.000,0.000,150.000,160000.000,0.047,0.000,19.100,-3.500,2.500,-0.017,0.060,1720.000,15.500,185.000,0.000,50.000,160000.000,90.000,0.800,1.300,2.000,
